Key,english
loadingTipBladedWeapons,"Bladed weapons such as knives and machetes are best at harvesting meat, hide and bones from animals and remains.\nThese  weapons will cause a bleed debuff on every hit, which can be bolstered by levelling the bladed weapons action skill."
loadingTipCraftingBetterQL,At the start of the game you can only craft quality 1 tools and items such as a stone axe. The quality of an item is displayed at the bottom of its icon. To craft a higher quality item increase the perk it is governed under such as Tool Crafting for the stone axe. Classes also give a bonus to crafting quality. Maximum quality is 80.
loadingTipEncumbrance,Carrying too many items in your inventory will slow you down. Find or craft pocket mods for clothing to remove encumbrance penalties. You can also make tactical rigging for armour and clothes of different types unlock backpack slots. Alternatively you can purchase the Packmule perk.
loadingTipMainHUD,On your HUD your health and stamina levels are shown as red and blue bars. Food and Water levels are shown as green and blue bars. Open your character screen with  [action:local:Inventory][action:permanent:Character] to see detailed player stats in the tabs below your character name.
loadingTipProperTools,"The stone axe works on everything but is slow. Iron tools are fast, steel tools are faster, and motorized tools are fastest There is also a titanium level of hand tools and motorized tools, which are even faster. Use axes to harvest wood, pickaxes to harvest stone, metal and ores and knives to harvest meat."
loadingTipStoneAxe,The stone axe is a primitive starting tool used to gather resources using [action:local:Primary]. \nUse [action:local:Secondary] to perform a power attack.
loadingTipWorkstations,"You can craft many basic items in your inventory. Advanced recipes will require workstations like a forge, advanced forge, workbench, metal workstation or chemistry station. Items will list required workstations and tools in their descriptions."
DFloadingTipStoneHammer,"The stone hammer can be used as a very basic weapon, but it's primary use is to repair and upgrade blocks. It will not upgrade past cobblestone."
DFloadingTipStoneHammer_title,Stone Hammer
DFloadingTipTraderFaction,Traders now have individual faction. You must complete quests for them to increase this faction rating. Faction rating with each trader can be seen in the player stats screen.
DFloadingTipTraderFaction_title,Trader Faction
DFloadingTipTraderSkills,"Traders can now teach you perks and recipes, depending on your faction with them. Each trader has a unique list, so it is worth finding and doing quests for all of them."
DFloadingTipTraderSkills_title,Trader Education Program
DFloadingTipWellness,"Wellness determines your maximum health and stamina. Injury and death permanently decreases it, while perks and some food/drink increase it. Be careful out there!"
DFloadingTipWellness_title,Wellness
dialog_trader_response_jobshaveT1,Do you have any basic jobs? (Tier I)
dialog_trader_response_jobshaveT2,Do you have any easy jobs? (Tier II)
dialog_trader_response_jobshaveT3,Do you have any average jobs? (Tier III)
dialog_trader_response_jobshaveT4,Do you have any hard jobs? (Tier IV)
dialog_trader_response_jobshaveT5,Do you have any very hard jobs? (Tier V)
DFTraderSkillSystem,"Traders now have a faction system that is independent of each other. That means, any faction you earn with one trader, will not carry over to the other.\n\nSo if you have T3 quests unlocked with Joel and find Rekt, you will only have T1 quests with Rekt.\n\nBut the trader faction does more than that. At higher faction, traders will teach you skills for dukes. This can be something as simple as levelling your Tool Crafting, or teaching you an actual recipe. Traders can also teach class mastery for a very high price.\n\nIf you don't see any options to learn a skill, either your faction isn't high enough, or you do not have enough coin on your person."
DFTraderSkillSystem_title,Trader Faction
statReloadSpeed,Reload Speed
perkArmorSpecialistName,Armor Specialist
perkArmorSpecialistDesc,Specialize in all armor to decrease mobility and stamina penalties.
perkArmorSpecialistRank1Desc,Door Security
perkArmorSpecialistRank2Desc,Militia
perkArmorSpecialistRank3Desc,Cop
perkArmorSpecialistRank4Desc,Army Reserves
perkArmorSpecialistRank5Desc,Soldier
perkArmorSpecialistRank1LongDesc,Decrease mobility penalty of worn armor by 1% per worn piece.\nDecrease stamina regen penalty of worn armor by 1.2% per worn piece while walking.\nDecrease stamina regen penalty of worn armor by 2.5% per worn piece while running.
perkArmorSpecialistRank2LongDesc,Decrease mobility penalty of worn armor by 1% per worn piece.\nDecrease stamina regen penalty of worn armor by 1.4% per worn piece while walking.\nDecrease stamina regen penalty of worn armor by 3% per worn piece while running.
perkArmorSpecialistRank3LongDesc,Decrease mobility penalty of worn armor by 2% per worn piece.\nDecrease stamina regen penalty of worn armor by 1.6% per worn piece while walking.\nDecrease stamina regen penalty of worn armor by 3.5% per worn piece while running.
perkArmorSpecialistRank4LongDesc,Decrease mobility penalty of worn armor by 2% per worn piece.\nDecrease stamina regen penalty of worn armor by 1.8% per worn piece while walking.\nDecrease stamina regen penalty of worn armor by 4% per worn piece while running.
perkArmorSpecialistRank5LongDesc,Decrease mobility penalty of worn armor by 3% per worn piece.\nDecrease stamina regen penalty of worn armor by 2% per worn piece while walking.\nDecrease stamina regen penalty of worn armor by 4.5% per worn piece while running.
cntServiceTruckMoPower,Mo Power Service Truck
cntServiceTruckWorkingStiffTools,Working Stiff Tools Service Truck
cntAmbulanceTruck01,Ambulance
DFlockpickingBook,Safe Cracking For Dumbshits
DFlockpickingBookDesc,Teaches you how to lockpick safes and doors. Increases thelockpicking perk by 1.
DFquickerCraftingBook,Crafting From The Masters
DFquickerCraftingBookDesc,Teaches you how to save time while crafting. Increases the Quicker Crafting perk by 1.
ammoSteelCasedGroupDesc,Steel-cased ammunition is a cheap alternative to using brass but decreases range and accuracy.
ammoSteelHPGroupDesc,A Steel-cased jacketed hollow point round used as firearm ammunition. Substantially increased base damage but ineffective against heavy armor. Decreases range and accuracy.
ammoSteelAPGroupDesc,Steel-cased Armor piercing ammunition works especially well against armored targets but puts a bit more stress on the gun. Decreases range and accuracy. It can penetrate one enemy or one block of up to 250 hit points to also damage the enemy standing behind it.
DFanimalCoopAndSnare,"Animal coops and snares must be placed outside and on grass. They will not work indoors or on player crafted blocks. You just have to wait for them to trigger and loot the contents.\n\nOnce they have been looted, both coops and snares need to be baited with more animal feed in order for them to trigger again. "
DFanimalCoopAndSnare_title,Animal Coops and Snares
cntCar03SedanDamage0,White Sedan
cntCar03SedanDamage1,"Car Wreck, White"
modTobisBalancingAct,[DECEA3]Tobi's Balancing Act[-]
modTobisBalancingActDesc,A very rare mod that increase accuracy and headshot damage of rifles.
modArmorSpikes,Armor Spikes
DFmeleeToolCrowbar,Crowbar
DFmeleeToolCrowbarDesc,A sturdy instrument that's good for smashing zombie skulls and opening anything locked.
thrownCryogrenade,Cryogrenade
thrownCryogrenadeDesc,"A grenade that does damage similar to a molotov on explosion, but partially freezes everything within an area, causing them to move slower."
quest_BasicSurvival1,End of the Road
quest_BasicSurvival1_description,"Open your inventory and click on the backpack that is on your toolbelt. You will see an open option.\n\nClick that to open the backpack and gain the items needed for this quest. A lot of items in Darkness Falls now have open options, so make sure to check them."
quest_BasicSurvival1_subtitle,Open the backpack
foodLimberUp,Limber Up
foodLimberUpDesc,Increases mobility by 20%
buffDrugSteroidsSideEffectDesc,Side effects may include...  Reduces melee damage by 10%.
buffDrugSteroidsSideEffectName,Steroids Side Effects
modGunMuzzleBrakeDesc,Diverts the propellant gases to reduce recoil.\nMod Tier: 1
modGunFlashlightDesc,Installs into any firearm or crossbow.\n\nPress F to activate. Hold F to activate multiple items.\nMod Tier: 1
modGunScopeSmallDesc,Increases visual magnification when aiming.\nInstalls into small firearms and crossbows.\nMod Tier: 1
modGunTriggerGroupSemiDesc,Modifies the trigger group to fire semi-auto only.\nIncreases the rate of fire and slightly increases recoil.\nMod Tier: 1
modGunBipodDesc,Increases accuracy and handling when aiming weapons.\nMod Tier: 1
modGunForegripDesc,Improves handling and accuracy when firing weapons from the hip or while moving.\nMod Tier: 1
modGunDuckbillDesc,Modifies the spread to a horizontal pattern instead of the normal round one.\nMod Tier: 1
modGunChokeDesc,Tightens the shotgun's spread.\nMod Tier: 1
modGunMagazineExtenderDesc,Increases magazine capacity.\nMod Tier: 1
modShotgunSawedOffBarrelDesc,Increases projectile spread.\nMod Tier: 1
modGunMeleeTheHunterDesc,+100% damage to living beings.\nInstalls into any melee or ranged weapon but not tools.\nMod Tier: 1
modMeleeSerratedBladeDesc,10% chance to cause a Bleeding Wound on a regular attack.\nMod Tier: 1
modMeleeWeightedHeadDesc,A modification for all melee weapons and tools.\nAdds a chance to stun and slow victims.\n\nKnives and machetes do not have a head that can be weighted.\nMod Tier: 1
modMeleeStructuralBraceDesc,This modification for melee weapons and tools lowers degradation by 25%.\nMod Tier: 1
modMeleeGraveDiggerDesc,15% more damage against dirt.\nMod Tier: 1
modMeleeWoodSplitterDesc,15% more damage against wood.\nMod Tier: 1
modFuelTankSmallDesc,Increases tank size by 50% for chainsaws and augers.\nMod Tier: 1
modArmorCoolingMeshDesc,This armor modification adds insulation against harsh hot weather.\nMod Tier: 1
modArmorInsulatedLinerDesc,This armor mod gives you insulation from the cold.\nMod Tier: 1
modArmorImprovedFittingsDesc,Decreases movement and stamina penalties from armor.\nMod Tier: 1
modArmorStoragePocketDesc,Decrease encumbrance penalty by 1 by installing this modification into your clothing or coat.\nMod Tier: 1
modArmorHelmetLightDesc,A light source that can be installed into any head armor. Use your Light Source action (F) to activate.\nMod Tier: 1
modMeleeClubBurningShaftDesc,A melee item can double as a light source and set enemies on fire.\nCan be installed in melee tools and weapons that have a long shaft or blade.\nMod Tier: 2
modGunSoundSuppressorSilencerDesc,A sound suppressor greatly reduces the firing sound but reduces maximum range and damage.\nWorks best with small calibers and guns with a low rate of fire.\nMod Tier: 2
modGunBarrelExtenderDesc,"Increases damage, range and aimed accuracy but makes the weapon more unwieldy when fired from the hip.\nMod Tier: 2"
modGunLaserSightDesc,Helps with aiming quickly and increases accuracy when firing from the hip.\nInstalls into any firearm or crossbow.\n\nPress F to activate. Hold F to activate multiple items.\nMod Tier: 2
modGunScopeMediumDesc,Increases visual magnification when aiming.\nInstalls into medium sized firearms and crossbows.\nMod Tier: 2
modGunReflexSightDesc,This sight is designed for fast target acquisition and improves weapon handling.\nMod Tier: 2
modGunTriggerGroupBurst3Desc,Modifies the trigger group to fire 3 round bursts.\nIncreases the rate of fire and slightly increases recoil.\nMod Tier: 2
modGunRetractingStockDesc,Improves weapon handling while moving or firing from the hip because the weapon becomes more manageable in close quarters.\nMod Tier: 2
modGunCrippleEmDesc,20% chance to cripple a leg on a bipedal target.\nMod Tier: 2
modMeleeTemperedBladeDesc,This blade modification increases block damage by 10% and lowers degradation by 15%.\nMod Tier: 2
modMeleeFortifyingGripDesc,When health is below 50% gain 1 hit point every 5 seconds.\nMod Tier: 2
modMeleeClubBarbedWireDesc,"20% chance to cause bleeding damage, 40% with power attacks.\nCan be installed in clubs.\nMod Tier: 2"
modGunBowArrowRestDesc,An arrow rest improves the accuracy of a bow.\nMod Tier: 2
modMeleeBunkerBusterDesc,15% more damage against stone.\nMod Tier: 2
modFuelTankLargeDesc,Increases tank size by 100% for chainsaws and augers.\nMod Tier: 2
modMeleeDiamondTipDesc,Any hand tool or bladed weapon degrades 40% slower with this modification.\nMod Tier: 2
modMeleeFiremansAxeModDesc,Deal 25% more damage to blocks but 25% less damage to enemies.\nMod Tier: 2
modMeleeStunBatonRepulsorDesc,Install this mod into a stun baton and send zombies flying on the charged hit.\nMod Tier: 2
modArmorPlatingBasicDesc,Improve your armor rating with these additional armor plates. Can be installed in any armor.\nMod Tier: 2
modArmorCustomizedFittingsDesc,Greatly decreases movement and stamina penalties from armor.\nMod Tier: 2
modArmorDoubleStoragePocketDesc,Decrease encumbrance penalty by 2 by installing this modification into your clothing or coat.\nMod Tier: 2
